MJD,x,y,z,xv,yv,zv,lat,lon,alt,kinetic_energy,monopole,U_j2,U_non_spherical,HOT_total_diff
60068.91645833333,-2183936.0093237855,84467.57286191895,-6512115.047154804,7178.394872173784,-704.1859576112615,-2426.1885619033264,-71.57615434661905,-14.38994886609426,6862727.9221671345,28955810.870829154,58028156.08881629,46176.589152646746,46243.03137495168,0.0
60068.91680555556,-1967421.1779754465,63299.33439471712,-6581291.559726994,7254.599223101525,-706.9003860516672,-2185.1646630735377,-73.4770296216088,-14.14280389661055,6863004.767791408,28951931.324185267,58025820.90402943,47718.81560207957,47795.28288580316,-7.889653831720352
60068.91715277778,-1748740.1195326897,42061.33744145697,-6643201.397780857,7322.797476198476,-708.8361291926333,-1941.7879456512085,-75.37687556865434,-13.80187891083483,6863284.229540285,28948175.980671953,58023463.47541759,49109.65312456417,49196.068787083845,-10.760653633624315
60068.9175,-1528134.0980342466,20776.972287097946,-6697777.979597374,7382.919149142795,-709.9913764176447,-1696.3256232924018,-77.27532552566261,-13.325236296363224,6863566.179679027,28944551.768802572,58021084.87360048,50343.04045564103,50439.09128851594,-8.173102792352438
60068.91784722222,-1305846.3541948125,-530.3312699542148,-6744962.769031523,7434.902773661975,-710.3652186722098,-1449.0467507900687,-79.17175401302056,-12.641662942687496,6863850.47539097,28941067.241840504,58018686.29781055,51413.61631939498,51518.50181290586,-1.632455050945282
60068.91819444444,-1082121.8412357538,-21837.12639737429,-6784705.322105484,7478.695681068172,-709.957607873268,-1200.221682892107,-81.06500271524006,-11.619852661347428,6864136.952516916,28937730.491544615,58016269.12875025,52316.742311159695,52429.558572330425,6.892021115869284
60068.918541666666,-857206.9651258612,-43119.979497277935,-6816963.322591576,7514.253730603136,-708.7692789960272,-950.1219486929931,-82.95266776495384,-9.988623648183152,6864425.417505749,28934547.368059937,58013834.99651806,53048.52259275048,53168.87450599757,16.567339938133955
60068.91888888889,-631349.3249271195,-64355.490940126045,-6841702.618595413,7541.541331144251,-706.8017980617507,-699.0202438814134,-84.82884189426481,-7.086362287585893,6864715.647945232,28931521.86622818,58011385.77605148,53605.8201103446,53734.839477365334,26.883733745664358
60068.91923611111,-404797.4603597706,-85520.32023021787,-6858897.255122541,7560.531637567529,-704.0575862109096,-447.19028188077704,-86.67433928158627,-0.7986769647751413,6865007.397174304,28928657.43778465,58008923.54810644,53986.26933666956,54130.12019574164,33.80351385846734
60068.919583333336,-177800.5821478304,-106591.20997009064,-6868529.496683887,7571.206719177627,-700.5398237041137,-194.9063802298003,-88.38127135920368,19.9522738648251,6865300.394618124,28925957.86308506,58006450.59635476,54188.28574131198,54378.66911070413,11.877546805888414
60068.91993055555,49391.69637084961,-127545.01276912016,-6870589.843898254,7573.557450243757,-696.2524241565333,57.55694106352421,-88.80848685847597,103.57329278203774,6865594.349501443,28923426.345875572,58003969.3759605,54211.07169940045,54324.53420413989,116.30926859751344
60068.920277777775,276529.61471312935,-148358.7064613119,-6865077.0320660435,7567.58344632314,-691.2001358875157,309.9250984681094,-87.2693589839826,139.56012220276952,6865888.944811944,28921065.2057877,58001482.5644549,54054.61915983494,54022.14546777126,293.02658723667264
60068.920625,503363.5365039299,-169009.42785706394,-6851998.033778017,7553.293159422741,-685.3885961576755,561.9236509177373,-85.447135677204,148.31556975073764,6866183.843167322,28918876.63469304,57998993.01212101,53719.708566978814,53657.04456551301,357.1462502628565
